village_id,village_name,district,state,ndbi_mean_2020,ndbi_mean_2025,ndbi_median_2020,ndbi_median_2025,builtup_frac_2020,builtup_frac_2025,builtup_growth_abs,builtup_growth_pct
,,,,-0.05330805783155958,-0.06883520502071377,-0.04100874439968728,-0.07421712215138764,0.04755364174113905,0.13484383112111087,0.08729018937997185,1.0637205079510696
,,,,-0.07251811655577965,-0.06368792264607648,-0.05855412409630955,-0.06643241829235176,0.04420814760065482,0.15595503778413955,0.1117468901834847,1.265122735244545
,,,,-0.023136895686402034,-0.009579490283751014,0.0039036263461099045,0.03522212607141266,0.11702012986060834,0.2614847799075631,0.1444646500469548,1.7627328188754454
,,,,-0.12058386078933442,-0.11929642859511574,-0.12111194766017779,-0.13087036579430372,0.031180949903277657,0.05430141055666186,0.023120460653384217,0.33270672492512987
,,,,-0.0323357971557386,-0.030695803115449435,-0.01757035803092298,-0.0019690347844864386,0.06619376283823646,0.20058680544885896,0.13439304261062254,1.57893510797018
,,,,-0.05604982631499256,-0.12867703762935948,-0.05078833604852497,-0.152395031413611,0.07147255214966906,0.08479407947602274,0.013321527326353664,0.46844813612457364
,,,,-0.007545123462065779,-0.024128153779330263,0.0117467718430482,0.0039035265743399827,0.17280126108155397,0.15177210835376223,-0.021029152727791708,0.5996640877275493
,,,,-0.09469125416896507,-0.08619369410643915,-0.08982516575492534,-0.09769266481385235,0.06458754113936217,0.12590634929468922,0.061318808155327025,0.8135637501552899
,,,,-0.02908162019255721,-0.0324911885582452,-0.021489159397262477,-0.02930568183796504,0.06574056809870064,0.07151272021892413,0.005772152120223488,0.40718486240049856
,,,,-0.09856546440421858,-0.08696550380994056,-0.0663817970111158,-0.05856681454742414,0.094586430243459,0.08504049959506485,-0.009545930648394152,0.2993913173996232
,,,,-0.02477760922691664,-0.034400767583798224,-0.019520871872232136,-0.027355954204162564,0.10811393433320651,0.08305991304222692,-0.02505402129097959,0.2980480458742484
,,,,0.003927170298462014,0.01790153037778871,0.021483540877143766,0.050854042611576895,0.20142894230879527,0.2762354767702065,0.07480653446141118,1.4575195131692786
,,,,-0.0820658239923555,-0.06895107884779969,-0.072275553267617,-0.06640529130212777,0.05004349500086861,0.09959475462967388,0.04955125962880526,0.6944743473141762
,,,,-0.041110357541124805,-0.029891953908149783,-0.0136574798493444,-0.003876709635126633,0.09989355772487592,0.13015103681003698,0.03025747908516104,0.820215984106108
,,,,-0.032076251989144045,-0.0519497044282811,-0.0039016672862795436,-0.027324118629736948,0.15819257670549405,0.15901990234170518,8.273256362111292E-4,0.5637581824868686
,,,,-0.02183543906561541,-0.02092918202475042,-0.0019765124794217073,-0.005860306994317147,0.10752662122129142,0.10183066719538283,-0.005695954025908584,0.48350967772325876
,,,,-0.02510972569038119,-0.013168891713135601,0.011764202363733876,0.019546709289723622,0.1552618374709018,0.21437580365868616,0.0591139661877843,1.2116753153701463
,,,,0.010685397250389233,0.017679585323285542,0.043008135679994695,0.05865535601862393,0.26778857633117664,0.31046145199261066,0.04267287566143404,1.3519946595477554
,,,,0.011001469383376991,-3.6721659761056955E-4,0.02538966532950929,0.011745568833934465,0.17103183083894602,0.1448999884246286,-0.026131842414317433,0.5903582917942237
,,,,-0.03545859691024201,-0.035939009575719945,-0.027333399146279632,-0.027352215538197885,0.06946585668923963,0.0496284318719488,-0.019837424817290842,0.2078198934952119
,,,,-0.019766850893421055,-0.009363894236239236,-0.01952555226052172,-0.003947282692962868,0.10428211764874211,0.11702579701631338,0.012743679367571268,0.6253755170536072
,,,,-0.02400360166794595,-0.02192592266814046,-0.02148631811782417,-0.01171171341959592,0.09028805657911232,0.08652949107525344,-0.0037585655038588858,0.46510036747493666
,,,,0.011744876875621297,-0.0017963744875403584,0.035180946754825665,0.02540307105542765,0.20384169152403292,0.14634977754828826,-0.05749191397574467,0.5214678241882024
